,site,scientificnameaccepted,quarter,yearcollected,Count (Dmnless)
1437,site_54.32_11.55,Balanus crenatus,4,2004,3
1438,site_54.32_11.55,Bylgides sarsi,2,1983,15
1439,site_54.32_11.55,Bylgides sarsi,2,1984,9
1440,site_54.32_11.55,Bylgides sarsi,2,1998,6
1441,site_54.32_11.55,Bylgides sarsi,2,1999,16
1442,site_54.32_11.55,Bylgides sarsi,4,1988,32
1443,site_54.32_11.55,Bylgides sarsi,4,1989,3
1444,site_54.32_11.55,Bylgides sarsi,4,1990,3
1445,site_54.32_11.55,Bylgides sarsi,4,1991,9
1446,site_54.32_11.55,Bylgides sarsi,4,1994,19
1447,site_54.32_11.55,Bylgides sarsi,4,1995,3
1448,site_54.32_11.55,Bylgides sarsi,4,1997,17
1449,site_54.32_11.55,Bylgides sarsi,4,1998,28
1450,site_54.32_11.55,Bylgides sarsi,4,2000,31
1451,site_54.32_11.55,Bylgides sarsi,4,2001,28
1452,site_54.32_11.55,Bylgides sarsi,4,2003,50
1453,site_54.32_11.55,Bylgides sarsi,4,2004,25
1454,site_54.32_11.55,Callopora lineata,4,2003,1
1455,site_54.32_11.55,Capitella capitata,2,1983,3
1456,site_54.32_11.55,Capitella capitata,4,1988,3
1457,site_54.32_11.55,Capitella capitata,4,1994,14
1458,site_54.32_11.55,Capitella capitata,4,2003,16
1459,site_54.32_11.55,Cephalothrix,4,2001,6
1460,site_54.32_11.55,Cerastoderma glaucum,4,1989,131
1461,site_54.32_11.55,Cirrophorus eliasoni,4,2000,3
1462,site_54.32_11.55,Corbula gibba,2,1984,35
1463,site_54.32_11.55,Corbula gibba,2,1999,1
1464,site_54.32_11.55,Corbula gibba,4,1986,61
1465,site_54.32_11.55,Corbula gibba,4,1988,15
1466,site_54.32_11.55,Corbula gibba,4,1989,3
1467,site_54.32_11.55,Corbula gibba,4,1990,47
1468,site_54.32_11.55,Corbula gibba,4,1991,58
1469,site_54.32_11.55,Corbula gibba,4,1992,111
1470,site_54.32_11.55,Corbula gibba,4,1993,31
1471,site_54.32_11.55,Corbula gibba,4,1994,63
1472,site_54.32_11.55,Corbula gibba,4,1995,13
1473,site_54.32_11.55,Corbula gibba,4,1997,6
1474,site_54.32_11.55,Corbula gibba,4,1998,6
1475,site_54.32_11.55,Corbula gibba,4,2000,3
1476,site_54.32_11.55,Corbula gibba,4,2001,6
1477,site_54.32_11.55,Corbula gibba,4,2002,1
1478,site_54.32_11.55,Corbula gibba,4,2004,25
1479,site_54.32_11.55,Corophium volutator,4,1993,3
1480,site_54.32_11.55,Crangon crangon,4,1990,9
1481,site_54.32_11.55,Crangon crangon,4,1992,2
1482,site_54.32_11.55,Diastylis rathkei,2,1984,40
1483,site_54.32_11.55,Diastylis rathkei,2,1998,9
1484,site_54.32_11.55,Diastylis rathkei,2,1999,25
1485,site_54.32_11.55,Diastylis rathkei,3,2000,313
1486,site_54.32_11.55,Diastylis rathkei,4,1988,24
1487,site_54.32_11.55,Diastylis rathkei,4,1989,30
1488,site_54.32_11.55,Diastylis rathkei,4,1990,94
1489,site_54.32_11.55,Diastylis rathkei,4,1991,6
1490,site_54.32_11.55,Diastylis rathkei,4,1992,11
1491,site_54.32_11.55,Diastylis rathkei,4,1993,9
1492,site_54.32_11.55,Diastylis rathkei,4,1994,104
1493,site_54.32_11.55,Diastylis rathkei,4,1995,31
1494,site_54.32_11.55,Diastylis rathkei,4,1997,1134
1495,site_54.32_11.55,Diastylis rathkei,4,1998,465
1496,site_54.32_11.55,Diastylis rathkei,4,2000,19
1497,site_54.32_11.55,Diastylis rathkei,4,2001,318
1498,site_54.32_11.55,Diastylis rathkei,4,2002,9
1499,site_54.32_11.55,Diastylis rathkei,4,2003,38
1500,site_54.32_11.55,Diastylis rathkei,4,2004,890
1501,site_54.32_11.55,Electra crustulenta,4,2001,1
1502,site_54.32_11.55,Electra crustulenta,4,2002,1
1503,site_54.32_11.55,Electra crustulenta,4,2003,1
1504,site_54.32_11.55,Eteone flava,4,2001,3
1505,site_54.32_11.55,Eteone longa,4,1997,2
1506,site_54.32_11.55,Eteone longa,4,2000,3
1507,site_54.32_11.55,Euchone papillosa,2,1999,41
1508,site_54.32_11.55,Euchone papillosa,4,1997,8
1509,site_54.32_11.55,Euchone papillosa,4,1998,85
1510,site_54.32_11.55,Euchone papillosa,4,2000,9
1511,site_54.32_11.55,Euchone papillosa,4,2001,13
1512,site_54.32_11.55,Euchone papillosa,4,2004,3
1513,site_54.32_11.55,Eucratea loricata,4,2000,1
1514,site_54.32_11.55,Eucratea loricata,4,2001,1
1515,site_54.32_11.55,Eucratea loricata,4,2003,1
1516,site_54.32_11.55,Gastrosaccus spinifer,4,1989,17
1517,site_54.32_11.55,Gastrosaccus spinifer,4,1992,4
1518,site_54.32_11.55,Gastrosaccus spinifer,4,1993,3
1519,site_54.32_11.55,Gastrosaccus spinifer,4,1994,6
1520,site_54.32_11.55,Gastrosaccus spinifer,4,1995,9
1521,site_54.32_11.55,Gastrosaccus spinifer,4,1997,2
1522,site_54.32_11.55,Gastrosaccus spinifer,4,2003,3
1523,site_54.32_11.55,Gonothyraea loveni,4,1998,1
1524,site_54.32_11.55,Halicryptus spinulosus,2,1983,50
1525,site_54.32_11.55,Halicryptus spinulosus,2,1984,57
1526,site_54.32_11.55,Halicryptus spinulosus,2,1998,3
1527,site_54.32_11.55,Halicryptus spinulosus,2,1999,3
1528,site_54.32_11.55,Halicryptus spinulosus,4,1986,6
1529,site_54.32_11.55,Halicryptus spinulosus,4,1988,6
1530,site_54.32_11.55,Halicryptus spinulosus,4,1989,3
1531,site_54.32_11.55,Halicryptus spinulosus,4,1990,6
1532,site_54.32_11.55,Halicryptus spinulosus,4,1992,4
1533,site_54.32_11.55,Halicryptus spinulosus,4,1993,25
1534,site_54.32_11.55,Halicryptus spinulosus,4,1994,22
1535,site_54.32_11.55,Halicryptus spinulosus,4,1995,19
1536,site_54.32_11.55,Halicryptus spinulosus,4,1997,9
1537,site_54.32_11.55,Halicryptus spinulosus,4,2002,1
1538,site_54.32_11.55,Halicryptus spinulosus,4,2003,28
1539,site_54.32_11.55,Halicryptus spinulosus,4,2004,44
1540,site_54.32_11.55,Halitholus yoldiaarcticae,4,2004,1
1541,site_54.32_11.55,Harmothoe imbricata,4,2004,1
1542,site_54.32_11.55,Hartlaubella gelatinosa,4,2004,1
1543,site_54.32_11.55,Heteromastus filiformis,2,1983,18
1544,site_54.32_11.55,Heteromastus filiformis,2,1984,22
1545,site_54.32_11.55,Heteromastus filiformis,2,1998,82
1546,site_54.32_11.55,Heteromastus filiformis,2,1999,79
1547,site_54.32_11.55,Heteromastus filiformis,3,2000,169
1548,site_54.32_11.55,Heteromastus filiformis,4,1986,58
1549,site_54.32_11.55,Heteromastus filiformis,4,1988,182
1550,site_54.32_11.55,Heteromastus filiformis,4,1989,148
1551,site_54.32_11.55,Heteromastus filiformis,4,1990,41
1552,site_54.32_11.55,Heteromastus filiformis,4,1991,6
1553,site_54.32_11.55,Heteromastus filiformis,4,1994,31
1554,site_54.32_11.55,Heteromastus filiformis,4,1995,22
1555,site_54.32_11.55,Heteromastus filiformis,4,1997,226
1556,site_54.32_11.55,Heteromastus filiformis,4,1998,148
1557,site_54.32_11.55,Heteromastus filiformis,4,2000,289
1558,site_54.32_11.55,Heteromastus filiformis,4,2001,252
1559,site_54.32_11.55,Heteromastus filiformis,4,2002,3
1560,site_54.32_11.55,Heteromastus filiformis,4,2003,9
1561,site_54.32_11.55,Heteromastus filiformis,4,2004,16
1562,site_54.32_11.55,Hydrobia ulvae,4,1993,25
1563,site_54.32_11.55,Hydrobia ulvae,4,1997,2
1564,site_54.32_11.55,Idotea balthica,4,1997,2
1565,site_54.32_11.55,Lagis koreni,2,1983,9
1566,site_54.32_11.55,Lagis koreni,2,1984,18
1567,site_54.32_11.55,Lagis koreni,2,1998,16
1568,site_54.32_11.55,Lagis koreni,4,1988,3
1569,site_54.32_11.55,Lagis koreni,4,1990,88
1570,site_54.32_11.55,Lagis koreni,4,1991,29
1571,site_54.32_11.55,Lagis koreni,4,1994,730
1572,site_54.32_11.55,Lagis koreni,4,1997,138
1573,site_54.32_11.55,Lagis koreni,4,1998,16
1574,site_54.32_11.55,Lagis koreni,4,2000,3
1575,site_54.32_11.55,Lagis koreni,4,2001,9
1576,site_54.32_11.55,Lagis koreni,4,2003,242
1577,site_54.32_11.55,Lagis koreni,4,2004,192
1578,site_54.32_11.55,Lepidonotus squamatus,4,2004,1
1579,site_54.32_11.55,Levinsenia gracilis,4,1990,3
1580,site_54.32_11.55,Lineus ruber,3,2000,12
1581,site_54.32_11.55,Lineus ruber,4,2000,3
1582,site_54.32_11.55,Lineus ruber,4,2001,31
1583,site_54.32_11.55,Macoma balthica,2,1983,3
1584,site_54.32_11.55,Macoma balthica,2,1998,13
1585,site_54.32_11.55,Macoma balthica,2,1999,9
1586,site_54.32_11.55,Macoma balthica,4,1988,6
1587,site_54.32_11.55,Macoma balthica,4,1997,36
1588,site_54.32_11.55,Macoma balthica,4,1998,35
1589,site_54.32_11.55,Malacobdella grossa,2,1999,3
1590,site_54.32_11.55,Malacobdella grossa,4,2000,3
1591,site_54.32_11.55,Metridium senile,4,1988,3
1592,site_54.32_11.55,Metridium senile,4,2000,1
1593,site_54.32_11.55,Metridium senile,4,2001,1
1594,site_54.32_11.55,Microdeutopus gryllotalpa,4,1993,3
1595,site_54.32_11.55,Musculus marmoratus,4,2004,1
1596,site_54.32_11.55,Mya arenaria,4,1990,9
1597,site_54.32_11.55,Mya arenaria,4,1994,6
1598,site_54.32_11.55,Mya arenaria,4,2004,1
1599,site_54.32_11.55,Mya truncata,4,2000,3
1600,site_54.32_11.55,Mysella bidentata,4,1989,33
1601,site_54.32_11.55,Mysella bidentata,4,1990,9
1602,site_54.32_11.55,Mysella bidentata,4,1993,3
1603,site_54.32_11.55,Mysella bidentata,4,2001,22
1604,site_54.32_11.55,Mysella bidentata,4,2004,145
1605,site_54.32_11.55,Mysis mixta,2,1983,3
1606,site_54.32_11.55,Mytilus edulis,2,1998,3
1607,site_54.32_11.55,Mytilus edulis,4,1991,3
1608,site_54.32_11.55,Mytilus edulis,4,1993,3
1609,site_54.32_11.55,Mytilus edulis,4,1994,3
1610,site_54.32_11.55,Mytilus edulis,4,2003,1
1611,site_54.32_11.55,Mytilus edulis,4,2004,1
1612,site_54.32_11.55,Nemertina,2,1998,9
1613,site_54.32_11.55,Nemertina,3,2000,6
1614,site_54.32_11.55,Nemertina,4,1997,8
1615,site_54.32_11.55,Nemertina,4,2000,3
1616,site_54.32_11.55,Nemertina,4,2004,9
1617,site_54.32_11.55,Nephtys,4,1989,3
1618,site_54.32_11.55,Nephtys,4,1990,3
1619,site_54.32_11.55,Nephtys caeca,3,2000,6
1620,site_54.32_11.55,Nephtys caeca,4,1993,3
1621,site_54.32_11.55,Nephtys caeca,4,2001,6
1622,site_54.32_11.55,Nephtys ciliata,2,1984,5
1623,site_54.32_11.55,Nephtys ciliata,2,1998,9
1624,site_54.32_11.55,Nephtys ciliata,2,1999,19
1625,site_54.32_11.55,Nephtys ciliata,3,2000,6
1626,site_54.32_11.55,Nephtys ciliata,4,1997,9
1627,site_54.32_11.55,Nephtys ciliata,4,1998,16
1628,site_54.32_11.55,Nephtys ciliata,4,2000,3
1629,site_54.32_11.55,Nephtys ciliata,4,2001,6
1630,site_54.32_11.55,Nephtys ciliata,4,2004,6
1631,site_54.32_11.55,Nephtys hombergii,2,1998,3
1632,site_54.32_11.55,Nephtys hombergii,2,1999,3
1633,site_54.32_11.55,Nephtys hombergii,4,1986,9
1634,site_54.32_11.55,Nephtys hombergii,4,1988,12
1635,site_54.32_11.55,Nephtys hombergii,4,1989,20
1636,site_54.32_11.55,Nephtys hombergii,4,1990,15
1637,site_54.32_11.55,Nephtys hombergii,4,1991,26
1638,site_54.32_11.55,Nephtys hombergii,4,1994,19
1639,site_54.32_11.55,Nephtys hombergii,4,1995,6
1640,site_54.32_11.55,Nephtys hombergii,4,1997,26
1641,site_54.32_11.55,Nephtys hombergii,4,1998,6
1642,site_54.32_11.55,Nephtys hombergii,4,2000,9
1643,site_54.32_11.55,Nephtys hombergii,4,2001,16
1644,site_54.32_11.55,Nephtys hombergii,4,2004,38
1645,site_54.32_11.55,Nereimyra punctata,4,2004,1
1646,site_54.32_11.55,Oligochaeta,4,1991,3
1647,site_54.32_11.55,Oligochaeta,4,2004,3
1648,site_54.32_11.55,Opercularella pumila,2,1999,1
1649,site_54.32_11.55,Opercularella pumila,4,1998,1
1650,site_54.32_11.55,Ophiura albida,3,2000,6
1651,site_54.32_11.55,Ophiura albida,4,2000,16
1652,site_54.32_11.55,Ophiura albida,4,2001,6
1653,site_54.32_11.55,Ophiura albida,4,2004,50
1654,site_54.32_11.55,Paraonis fulgens,2,1983,3
1655,site_54.32_11.55,Paraonis fulgens,2,1984,5
1656,site_54.32_11.55,Paraonis fulgens,2,1999,3
1657,site_54.32_11.55,Paraonis fulgens,4,1995,6
1658,site_54.32_11.55,Paraonis fulgens,4,1997,6
1659,site_54.32_11.55,Paraonis fulgens,4,2004,6
1660,site_54.32_11.55,Parvicardium ovale,4,1997,2
1661,site_54.32_11.55,Parvicardium ovale,4,2001,3
1662,site_54.32_11.55,Parvicardium ovale,4,2004,3
1663,site_54.32_11.55,Phaxas pellucidus,2,1984,5
1664,site_54.32_11.55,Phaxas pellucidus,4,2004,3
1665,site_54.32_11.55,Pherusa plumosa,3,2000,6
1666,site_54.32_11.55,Pherusa plumosa,4,1997,6
1667,site_54.32_11.55,Pherusa plumosa,4,2000,13
1668,site_54.32_11.55,Pherusa plumosa,4,2001,1
1669,site_54.32_11.55,Pherusa plumosa,4,2003,6
1670,site_54.32_11.55,Pherusa plumosa,4,2004,1
1671,site_54.32_11.55,Philine aperta,4,2004,1
1672,site_54.32_11.55,Pholoe,2,1983,15
1673,site_54.32_11.55,Pholoe,4,1988,17
1674,site_54.32_11.55,Pholoe,4,1989,3
1675,site_54.32_11.55,Pholoe assimilis,2,1998,3
1676,site_54.32_11.55,Pholoe assimilis,3,2000,12
1677,site_54.32_11.55,Pholoe assimilis,4,1997,6
1678,site_54.32_11.55,Pholoe assimilis,4,2000,6
1679,site_54.32_11.55,Pholoe assimilis,4,2001,22
1680,site_54.32_11.55,Pholoe assimilis,4,2004,9
1681,site_54.32_11.55,Pholoe baltica,2,1998,3
1682,site_54.32_11.55,Pholoe baltica,4,1998,6
1683,site_54.32_11.55,Pholoe baltica,4,2004,6
1684,site_54.32_11.55,Pholoe inornata,4,2000,3
1685,site_54.32_11.55,Phyllodoce (Anaitides) maculata,4,2004,1
1686,site_54.32_11.55,Phyllodoce (Anaitides) mucosa,2,1998,3
1687,site_54.32_11.55,Phyllodoce (Anaitides) mucosa,2,1999,1
1688,site_54.32_11.55,Phyllodoce (Anaitides) mucosa,4,1994,16
1689,site_54.32_11.55,Phyllodoce (Anaitides) mucosa,4,1997,15
1690,site_54.32_11.55,Phyllodoce (Anaitides) mucosa,4,2003,1
1691,site_54.32_11.55,Phyllodoce (Anaitides) mucosa,4,2004,6
1692,site_54.32_11.55,Polydora,4,1992,319
1693,site_54.32_11.55,Polydora,4,1993,160
1694,site_54.32_11.55,Polydora (Polydora) quadrilobata,2,1984,5
1695,site_54.32_11.55,Polydora (Polydora) quadrilobata,2,1998,3
1696,site_54.32_11.55,Polydora (Polydora) quadrilobata,4,1988,3
1697,site_54.32_11.55,Polydora (Polydora) quadrilobata,4,1990,6
1698,site_54.32_11.55,Polydora (Polydora) quadrilobata,4,1995,3
1699,site_54.32_11.55,Polydora (Polydora) quadrilobata,4,1997,13
1700,site_54.32_11.55,Polydora (Polydora) quadrilobata,4,1998,13
1701,site_54.32_11.55,Polydora (Polydora) quadrilobata,4,2000,6
1702,site_54.32_11.55,Polydora (Polydora) quadrilobata,4,2001,6
1703,site_54.32_11.55,Polydora (Polydora) quadrilobata,4,2003,19
1704,site_54.32_11.55,Polydora (Polydora) quadrilobata,4,2004,6
1705,site_54.32_11.55,Polydora caulleryi,4,2003,16
1706,site_54.32_11.55,Polydora ciliata,4,1989,185
1707,site_54.32_11.55,Polydora ciliata,4,1990,9
1708,site_54.32_11.55,Polydora ciliata,4,1994,138
1709,site_54.32_11.55,Polydora ciliata,4,1995,66
1710,site_54.32_11.55,Polydora ciliata,4,1998,6
1711,site_54.32_11.55,Polydora ciliata,4,2003,1
1712,site_54.32_11.55,Pontoporeia femorata,4,1997,13
1713,site_54.32_11.55,Pontoporeia femorata,4,1998,3
1714,site_54.32_11.55,Priapulus caudatus,2,1983,32
1715,site_54.32_11.55,Priapulus caudatus,2,1984,5
1716,site_54.32_11.55,Priapulus caudatus,4,1988,3
1717,site_54.32_11.55,Priapulus caudatus,4,1989,3
1718,site_54.32_11.55,Priapulus caudatus,4,2003,13
1719,site_54.32_11.55,Pseudopolydora antennata,4,2001,19
1720,site_54.32_11.55,Pseudopolydora antennata,4,2004,1
1721,site_54.32_11.55,Pseudopolydora pulchra,4,2003,3
1722,site_54.32_11.55,Pygospio elegans,4,1993,9
1723,site_54.32_11.55,Saduria entomon,4,1992,2
1724,site_54.32_11.55,Scalibregma inflatum,3,2000,12
1725,site_54.32_11.55,Scalibregma inflatum,4,1998,3
1726,site_54.32_11.55,Scalibregma inflatum,4,2001,3
1727,site_54.32_11.55,Scalibregma inflatum,4,2004,50
1728,site_54.32_11.55,Scoloplos armiger,2,1998,19
1729,site_54.32_11.55,Scoloplos armiger,3,2000,6
1730,site_54.32_11.55,Scoloplos armiger,4,1988,38
1731,site_54.32_11.55,Scoloplos armiger,4,1994,25
1732,site_54.32_11.55,Scoloplos armiger,4,1997,155
1733,site_54.32_11.55,Scoloplos armiger,4,1998,31
1734,site_54.32_11.55,Scoloplos armiger,4,2000,22
1735,site_54.32_11.55,Scoloplos armiger,4,2001,88
1736,site_54.32_11.55,Scoloplos armiger,4,2003,13
1737,site_54.32_11.55,Scoloplos armiger,4,2004,35
1738,site_54.32_11.55,Streptosyllis websteri,4,2001,1
1739,site_54.32_11.55,Terebellides stroemii,2,1998,53
1740,site_54.32_11.55,Terebellides stroemii,2,1999,189
1741,site_54.32_11.55,Terebellides stroemii,3,2000,259
1742,site_54.32_11.55,Terebellides stroemii,4,1997,49
1743,site_54.32_11.55,Terebellides stroemii,4,1998,280
1744,site_54.32_11.55,Terebellides stroemii,4,2000,934
1745,site_54.32_11.55,Terebellides stroemii,4,2001,226
1746,site_54.32_11.55,Trochochaeta multisetosa,2,1999,16
1747,site_54.32_11.55,Trochochaeta multisetosa,3,2000,66
1748,site_54.32_11.55,Trochochaeta multisetosa,4,1986,15
1749,site_54.32_11.55,Trochochaeta multisetosa,4,1988,6
1750,site_54.32_11.55,Trochochaeta multisetosa,4,1991,6
1751,site_54.32_11.55,Trochochaeta multisetosa,4,1994,13
1752,site_54.32_11.55,Trochochaeta multisetosa,4,1997,9
1753,site_54.32_11.55,Trochochaeta multisetosa,4,1998,88
1754,site_54.32_11.55,Trochochaeta multisetosa,4,2000,142
1755,site_54.32_11.55,Trochochaeta multisetosa,4,2003,9
1756,site_54.32_11.55,Trochochaeta multisetosa,4,2004,13
1757,site_54.47_12.2,Diastylis rathkei,2,1994,20
1758,site_54.47_12.2,Gastrosaccus spinifer,2,1994,20
1759,site_54.47_12.2,Halicryptus spinulosus,2,1994,20
1760,site_54.47_12.2,Heteromastus filiformis,2,1994,10
1761,site_54.47_12.2,Lagis koreni,2,1994,20
1762,site_54.47_12.2,Phyllodoce (Anaitides) mucosa,2,1994,10
1763,site_54.55_11.33,Abra alba,3,2000,319
1764,site_54.55_11.33,Abra alba,4,1994,2187
1765,site_54.55_11.33,Abra alba,4,1997,367
1766,site_54.55_11.33,Abra alba,4,1998,374
1767,site_54.55_11.33,Abra alba,4,2000,551
1768,site_54.55_11.33,Abra alba,4,2001,415
1769,site_54.55_11.33,Abra alba,4,2003,1738
1770,site_54.55_11.33,Abra alba,4,2004,2405
1771,site_54.55_11.33,Acanthodoris pilosa,4,1998,3
1772,site_54.55_11.33,Alcyonidium polyoum,4,2001,1
1773,site_54.55_11.33,Ampharete acutifrons,4,1994,37
1774,site_54.55_11.33,Ampharete acutifrons,4,1997,3
1775,site_54.55_11.33,Ampharete acutifrons,4,2000,1
1776,site_54.55_11.33,Ampharete baltica,3,2000,464
1777,site_54.55_11.33,Ampharete baltica,4,1997,34
1778,site_54.55_11.33,Ampharete baltica,4,1998,68
1779,site_54.55_11.33,Ampharete baltica,4,2000,381
1780,site_54.55_11.33,Ampharete baltica,4,2001,245
1781,site_54.55_11.33,Ampharete baltica,4,2003,34
1782,site_54.55_11.33,Ampharete baltica,4,2004,10
1783,site_54.55_11.33,Ampithoe rubricata,4,1997,10
1784,site_54.55_11.33,Ampithoe rubricata,4,1998,7
1785,site_54.55_11.33,Arctica islandica,2,1982,20
1786,site_54.55_11.33,Arctica islandica,3,2000,78
1787,site_54.55_11.33,Arctica islandica,4,1992,75
1788,site_54.55_11.33,Arctica islandica,4,1993,88
1789,site_54.55_11.33,Arctica islandica,4,1994,255
1790,site_54.55_11.33,Arctica islandica,4,1995,218
1791,site_54.55_11.33,Arctica islandica,4,1997,177
1792,site_54.55_11.33,Arctica islandica,4,1998,153
1793,site_54.55_11.33,Arctica islandica,4,2000,153
1794,site_54.55_11.33,Arctica islandica,4,2001,201
1795,site_54.55_11.33,Arctica islandica,4,2002,163
1796,site_54.55_11.33,Arctica islandica,4,2003,75
1797,site_54.55_11.33,Arctica islandica,4,2004,180
1798,site_54.55_11.33,Aricidea suecica,4,2000,3
1799,site_54.55_11.33,Aricidea suecica,4,2001,7
1800,site_54.55_11.33,Astarte borealis,4,1994,7
1801,site_54.55_11.33,Astarte borealis,4,1997,14
1802,site_54.55_11.33,Astarte borealis,4,1998,3
1803,site_54.55_11.33,Astarte borealis,4,2000,10
1804,site_54.55_11.33,Astarte borealis,4,2001,7
1805,site_54.55_11.33,Astarte borealis,4,2003,1
1806,site_54.55_11.33,Astarte elliptica,2,1982,6
1807,site_54.55_11.33,Astarte elliptica,4,1997,14
1808,site_54.55_11.33,Astarte elliptica,4,1998,20
1809,site_54.55_11.33,Astarte elliptica,4,2000,24
1810,site_54.55_11.33,Astarte elliptica,4,2001,10
1811,site_54.55_11.33,Asterias rubens,4,1994,7
1812,site_54.55_11.33,Asterias rubens,4,2000,1
1813,site_54.55_11.33,Asterias rubens,4,2001,1
1814,site_54.55_11.33,Asterias rubens,4,2003,1
1815,site_54.55_11.33,Asterias rubens,4,2004,1
1816,site_54.55_11.33,Balanus crenatus,4,2001,10
1817,site_54.55_11.33,Balanus crenatus,4,2003,1
1818,site_54.55_11.33,Balanus crenatus,4,2004,3
1819,site_54.55_11.33,Bougainvillia ramosa,4,2001,1
1820,site_54.55_11.33,Bougainvillia ramosa,4,2003,1
1821,site_54.55_11.33,Bowerbankia gracilis,4,2001,1
1822,site_54.55_11.33,Brada villosa,4,1994,3
1823,site_54.55_11.33,Bylgides sarsi,2,1982,106
1824,site_54.55_11.33,Bylgides sarsi,3,2000,18
1825,site_54.55_11.33,Bylgides sarsi,4,1992,3
1826,site_54.55_11.33,Bylgides sarsi,4,1993,3
1827,site_54.55_11.33,Bylgides sarsi,4,1994,88
1828,site_54.55_11.33,Bylgides sarsi,4,1998,54
1829,site_54.55_11.33,Bylgides sarsi,4,2000,24
1830,site_54.55_11.33,Bylgides sarsi,4,2001,7
1831,site_54.55_11.33,Bylgides sarsi,4,2003,122
1832,site_54.55_11.33,Bylgides sarsi,4,2004,10
1833,site_54.55_11.33,Callopora lineata,4,1998,1
1834,site_54.55_11.33,Capitella capitata,2,1982,132
1835,site_54.55_11.33,Capitella capitata,4,1995,65
1836,site_54.55_11.33,Capitella capitata,4,2000,1
1837,site_54.55_11.33,Capitella capitata,4,2004,7
1838,site_54.55_11.33,Carcinus maenas,4,1994,3
1839,site_54.55_11.33,Cerastoderma glaucum,4,1994,3
1840,site_54.55_11.33,Ciona intestinalis,4,2000,1
1841,site_54.55_11.33,Ciona intestinalis,4,2003,1
1842,site_54.55_11.33,Ciona intestinalis,4,2004,1
1843,site_54.55_11.33,Cirrophorus eliasoni,4,1998,3
1844,site_54.55_11.33,Cirrophorus eliasoni,4,2001,3
1845,site_54.55_11.33,Clytia hemisphaerica,4,1998,1
1846,site_54.55_11.33,Clytia hemisphaerica,4,2001,1
1847,site_54.55_11.33,Corbula gibba,4,1992,116
1848,site_54.55_11.33,Corbula gibba,4,1993,3
1849,site_54.55_11.33,Corbula gibba,4,1994,17
1850,site_54.55_11.33,Corbula gibba,4,1997,51
1851,site_54.55_11.33,Corbula gibba,4,1998,24
1852,site_54.55_11.33,Corbula gibba,4,2000,7
1853,site_54.55_11.33,Corbula gibba,4,2001,1
1854,site_54.55_11.33,Corbula gibba,4,2002,3
1855,site_54.55_11.33,Corbula gibba,4,2004,24
1856,site_54.55_11.33,Crangon crangon,4,2000,1
1857,site_54.55_11.33,Crangon crangon,4,2001,1
1858,site_54.55_11.33,Crangon crangon,4,2003,1
1859,site_54.55_11.33,Crangon crangon,4,2004,1
1860,site_54.55_11.33,Cribrilina punctata,4,2000,1
1861,site_54.55_11.33,Dendrodoa grossularia,2,1982,12
1862,site_54.55_11.33,Dendrodoa grossularia,4,1995,51
1863,site_54.55_11.33,Dendrodoa grossularia,4,1998,65
1864,site_54.55_11.33,Dendrodoa grossularia,4,2000,1
1865,site_54.55_11.33,Dendrodoa grossularia,4,2001,1
1866,site_54.55_11.33,Dendrodoa grossularia,4,2002,7
1867,site_54.55_11.33,Dendrodoa grossularia,4,2003,1
1868,site_54.55_11.33,Dendrodoa grossularia,4,2004,7
1869,site_54.55_11.33,Diastylis rathkei,3,2000,1126
1870,site_54.55_11.33,Diastylis rathkei,4,1992,7
1871,site_54.55_11.33,Diastylis rathkei,4,1993,10
1872,site_54.55_11.33,Diastylis rathkei,4,1994,1582
1873,site_54.55_11.33,Diastylis rathkei,4,1995,54
1874,site_54.55_11.33,Diastylis rathkei,4,1997,2537
1875,site_54.55_11.33,Diastylis rathkei,4,1998,1095
1876,site_54.55_11.33,Diastylis rathkei,4,2000,595
1877,site_54.55_11.33,Diastylis rathkei,4,2001,116
1878,site_54.55_11.33,Diastylis rathkei,4,2002,54
1879,site_54.55_11.33,Diastylis rathkei,4,2003,156
1880,site_54.55_11.33,Diastylis rathkei,4,2004,85
1881,site_54.55_11.33,Dyopedos monacantha,3,2000,18
1882,site_54.55_11.33,Dyopedos monacantha,4,1994,10
1883,site_54.55_11.33,Electra crustulenta,3,2000,1
1884,site_54.55_11.33,Electra crustulenta,4,2000,1
1885,site_54.55_11.33,Electra crustulenta,4,2001,1
1886,site_54.55_11.33,Electra crustulenta,4,2003,1
1887,site_54.55_11.33,Electra crustulenta,4,2004,1
1888,site_54.55_11.33,Electra pilosa,4,2000,1
1889,site_54.55_11.33,Electra pilosa,4,2001,1
1890,site_54.55_11.33,Electra pilosa,4,2003,1
1891,site_54.55_11.33,Eteone longa,4,1997,7
1892,site_54.55_11.33,Eteone longa,4,2000,1
1893,site_54.55_11.33,Eteone longa,4,2001,3
1894,site_54.55_11.33,Eteone longa,4,2003,3
1895,site_54.55_11.33,Eteone longa,4,2004,14
1896,site_54.55_11.33,Euchone papillosa,3,2000,18
1897,site_54.55_11.33,Euchone papillosa,4,1994,20
1898,site_54.55_11.33,Euchone papillosa,4,1997,3
1899,site_54.55_11.33,Euchone papillosa,4,1998,14
1900,site_54.55_11.33,Euchone papillosa,4,2000,10
1901,site_54.55_11.33,Euchone papillosa,4,2001,68
1902,site_54.55_11.33,Euchone papillosa,4,2003,3
1903,site_54.55_11.33,Euchone papillosa,4,2004,3
