,site,MMDDYYY,scientificnameaccepted,Count (Dmnless)
2711,site_54.73_12.79,10-31-1998,Astarte borealis,146
2712,site_54.73_12.79,9-17-1999,Astarte borealis,224
2713,site_54.73_12.79,10-27-2000,Astarte borealis,180
2714,site_54.73_12.79,10-27-2001,Astarte borealis,190
2715,site_54.73_12.79,10-18-2002,Astarte borealis,136
2716,site_54.73_12.79,10-15-2003,Astarte borealis,133
2717,site_54.73_12.79,10-31-2004,Astarte borealis,160
2718,site_54.73_12.79,8-3-1980,Astarte elliptica,27
2719,site_54.73_12.79,5-7-1981,Astarte elliptica,50
2720,site_54.73_12.79,5-10-1982,Astarte elliptica,24
2721,site_54.73_12.79,5-16-1983,Astarte elliptica,56
2722,site_54.73_12.79,10-31-1998,Astarte elliptica,1
2723,site_54.73_12.79,10-27-2001,Astarte montagui,20
2724,site_54.73_12.79,10-25-1991,Asterias rubens,10
2725,site_54.73_12.79,10-25-1997,Asterias rubens,3
2726,site_54.73_12.79,10-27-2000,Asterias rubens,1
2727,site_54.73_12.79,10-27-2001,Asterias rubens,1
2728,site_54.73_12.79,10-18-2002,Asterias rubens,7
2729,site_54.73_12.79,10-15-2003,Asterias rubens,27
2730,site_54.73_12.79,10-31-2004,Asterias rubens,1
2731,site_54.73_12.79,10-31-1998,Balanus crenatus,17
2732,site_54.73_12.79,9-17-1999,Balanus crenatus,1
2733,site_54.73_12.79,10-27-2000,Balanus crenatus,1
2734,site_54.73_12.79,10-27-2001,Balanus crenatus,1
2735,site_54.73_12.79,10-18-2002,Balanus crenatus,3
2736,site_54.73_12.79,10-15-2003,Balanus crenatus,1
2737,site_54.73_12.79,10-25-1991,Balanus improvisus,3
2738,site_54.73_12.79,10-25-1997,Balanus improvisus,27
2739,site_54.73_12.79,5-10-1982,Bathyporeia pilosa,18
2740,site_54.73_12.79,10-29-1994,Bathyporeia pilosa,3
2741,site_54.73_12.79,10-29-1995,Bathyporeia pilosa,3
2742,site_54.73_12.79,10-31-1998,Bathyporeia pilosa,7
2743,site_54.73_12.79,10-15-2003,Bougainvillia ramosa,1
2744,site_54.73_12.79,8-3-1980,Bylgides sarsi,26
2745,site_54.73_12.79,5-7-1981,Bylgides sarsi,3
2746,site_54.73_12.79,5-10-1982,Bylgides sarsi,15
2747,site_54.73_12.79,5-16-1983,Bylgides sarsi,15
2748,site_54.73_12.79,10-25-1986,Bylgides sarsi,22
2749,site_54.73_12.79,10-25-1991,Bylgides sarsi,51
2750,site_54.73_12.79,10-29-1993,Bylgides sarsi,2
2751,site_54.73_12.79,10-29-1994,Bylgides sarsi,14
2752,site_54.73_12.79,10-29-1995,Bylgides sarsi,3
2753,site_54.73_12.79,10-25-1997,Bylgides sarsi,7
2754,site_54.73_12.79,10-31-1998,Bylgides sarsi,1
2755,site_54.73_12.79,9-17-1999,Bylgides sarsi,24
2756,site_54.73_12.79,10-27-2000,Bylgides sarsi,14
2757,site_54.73_12.79,10-27-2001,Bylgides sarsi,3
2758,site_54.73_12.79,10-18-2002,Bylgides sarsi,7
2759,site_54.73_12.79,10-15-2003,Bylgides sarsi,3
2760,site_54.73_12.79,10-15-2003,Callopora lineata,1
2761,site_54.73_12.79,5-10-1982,Capitella capitata,3
2762,site_54.73_12.79,10-29-1994,Capitella capitata,3
2763,site_54.73_12.79,10-29-1995,Capitella capitata,2
2764,site_54.73_12.79,10-25-1997,Capitella capitata,27
2765,site_54.73_12.79,10-31-1998,Capitella capitata,7
2766,site_54.73_12.79,9-17-1999,Capitella capitata,7
2767,site_54.73_12.79,10-18-2002,Capitella capitata,3
2768,site_54.73_12.79,10-15-2003,Capitella capitata,17
2769,site_54.73_12.79,10-28-1989,Cerastoderma glaucum,457
2770,site_54.73_12.79,10-27-1990,Cerastoderma glaucum,730
2771,site_54.73_12.79,10-25-1991,Cerastoderma glaucum,167
2772,site_54.73_12.79,10-30-1992,Cerastoderma glaucum,48
2773,site_54.73_12.79,10-29-1993,Cerastoderma glaucum,18
2774,site_54.73_12.79,10-29-1994,Cerastoderma glaucum,3
2775,site_54.73_12.79,10-29-1995,Cerastoderma glaucum,7
2776,site_54.73_12.79,10-31-1998,Cerastoderma glaucum,1
2777,site_54.73_12.79,10-31-2004,Cerastoderma glaucum,58
2778,site_54.73_12.79,9-17-1999,Clytia hemisphaerica,1
2779,site_54.73_12.79,10-29-1993,Corophium crassicorne,10
2780,site_54.73_12.79,10-29-1994,Corophium crassicorne,7
2781,site_54.73_12.79,10-25-1997,Corophium crassicorne,17
2782,site_54.73_12.79,10-31-1998,Corophium crassicorne,14
2783,site_54.73_12.79,10-27-2000,Corophium crassicorne,228
2784,site_54.73_12.79,10-27-2001,Corophium crassicorne,160
2785,site_54.73_12.79,10-15-2003,Corophium crassicorne,3
2786,site_54.73_12.79,10-31-2004,Corophium crassicorne,78
2787,site_54.73_12.79,5-5-1984,Corophium insidiosum,18
2788,site_54.73_12.79,5-16-1983,Corophium volutator,3
2789,site_54.73_12.79,10-29-1995,Corophium volutator,41
2790,site_54.73_12.79,10-28-1989,Crangon crangon,3
2791,site_54.73_12.79,10-27-1990,Crangon crangon,3
2792,site_54.73_12.79,10-25-1991,Crangon crangon,3
2793,site_54.73_12.79,10-30-1992,Crangon crangon,5
2794,site_54.73_12.79,10-29-1994,Crangon crangon,3
2795,site_54.73_12.79,10-29-1995,Crangon crangon,12
2796,site_54.73_12.79,10-31-1998,Crangon crangon,1
2797,site_54.73_12.79,9-17-1999,Crangon crangon,1
2798,site_54.73_12.79,10-27-2000,Crangon crangon,1
2799,site_54.73_12.79,10-27-2001,Crangon crangon,1
2800,site_54.73_12.79,10-18-2002,Crangon crangon,1
2801,site_54.73_12.79,10-15-2003,Crangon crangon,7
2802,site_54.73_12.79,10-31-2004,Crangon crangon,1
2803,site_54.73_12.79,8-3-1980,Diastylis rathkei,35
2804,site_54.73_12.79,5-7-1981,Diastylis rathkei,18
2805,site_54.73_12.79,5-10-1982,Diastylis rathkei,41
2806,site_54.73_12.79,5-16-1983,Diastylis rathkei,191
2807,site_54.73_12.79,5-5-1984,Diastylis rathkei,44
2808,site_54.73_12.79,10-25-1986,Diastylis rathkei,13
2809,site_54.73_12.79,10-29-1987,Diastylis rathkei,15
2810,site_54.73_12.79,10-27-1988,Diastylis rathkei,3
2811,site_54.73_12.79,10-27-1990,Diastylis rathkei,6
2812,site_54.73_12.79,10-25-1991,Diastylis rathkei,3
2813,site_54.73_12.79,10-29-1994,Diastylis rathkei,139
2814,site_54.73_12.79,10-29-1995,Diastylis rathkei,473
2815,site_54.73_12.79,10-25-1997,Diastylis rathkei,364
2816,site_54.73_12.79,10-31-1998,Diastylis rathkei,20
2817,site_54.73_12.79,9-17-1999,Diastylis rathkei,105
2818,site_54.73_12.79,10-27-2000,Diastylis rathkei,184
2819,site_54.73_12.79,10-27-2001,Diastylis rathkei,27
2820,site_54.73_12.79,10-18-2002,Diastylis rathkei,95
2821,site_54.73_12.79,10-15-2003,Diastylis rathkei,235
2822,site_54.73_12.79,10-31-2004,Diastylis rathkei,17
2823,site_54.73_12.79,10-31-1998,Electra crustulenta,1
2824,site_54.73_12.79,10-27-2000,Electra crustulenta,1
2825,site_54.73_12.79,10-27-2001,Electra crustulenta,1
2826,site_54.73_12.79,10-18-2002,Electra crustulenta,1
2827,site_54.73_12.79,10-15-2003,Electra crustulenta,1
2828,site_54.73_12.79,10-15-2003,Electra pilosa,1
2829,site_54.73_12.79,5-10-1982,Eteone longa,3
2830,site_54.73_12.79,10-30-1992,Eteone longa,3
2831,site_54.73_12.79,10-29-1993,Eteone longa,14
2832,site_54.73_12.79,10-29-1994,Eteone longa,37
2833,site_54.73_12.79,10-29-1995,Eteone longa,27
2834,site_54.73_12.79,10-25-1997,Eteone longa,20
2835,site_54.73_12.79,10-31-1998,Eteone longa,31
2836,site_54.73_12.79,9-17-1999,Eteone longa,7
2837,site_54.73_12.79,10-27-2000,Eteone longa,3
2838,site_54.73_12.79,10-27-2001,Eteone longa,10
2839,site_54.73_12.79,10-18-2002,Eteone longa,20
2840,site_54.73_12.79,10-15-2003,Eteone longa,10
2841,site_54.73_12.79,10-27-2001,Eucratea loricata,1
2842,site_54.73_12.79,10-15-2003,Eucratea loricata,1
2843,site_54.73_12.79,10-31-2004,Eucratea loricata,1
2844,site_54.73_12.79,10-27-2000,Eulalia bilineata,7
2845,site_54.73_12.79,10-15-2003,Facelina bostoniensis,10
2846,site_54.73_12.79,10-15-2003,Gammarellus homari,3
2847,site_54.73_12.79,5-5-1984,Gammarus oceanicus,9
2848,site_54.73_12.79,10-28-1989,Gammarus oceanicus,3
2849,site_54.73_12.79,10-27-1990,Gammarus oceanicus,3
2850,site_54.73_12.79,10-25-1991,Gammarus oceanicus,17
2851,site_54.73_12.79,10-31-1998,Gammarus oceanicus,3
2852,site_54.73_12.79,9-17-1999,Gammarus oceanicus,1
2853,site_54.73_12.79,10-27-2000,Gammarus oceanicus,1
2854,site_54.73_12.79,10-27-2001,Gammarus oceanicus,1
2855,site_54.73_12.79,10-18-2002,Gammarus oceanicus,1
2856,site_54.73_12.79,5-16-1983,Gammarus salinus,18
2857,site_54.73_12.79,10-25-1991,Gammarus salinus,48
2858,site_54.73_12.79,10-29-1993,Gammarus salinus,2
2859,site_54.73_12.79,10-29-1994,Gammarus salinus,37
2860,site_54.73_12.79,10-29-1995,Gammarus salinus,7
2861,site_54.73_12.79,10-25-1997,Gammarus salinus,10
2862,site_54.73_12.79,10-31-1998,Gammarus salinus,116
2863,site_54.73_12.79,9-17-1999,Gammarus salinus,3
2864,site_54.73_12.79,10-27-2000,Gammarus salinus,3
2865,site_54.73_12.79,10-27-2001,Gammarus salinus,7
2866,site_54.73_12.79,10-18-2002,Gammarus salinus,34
2867,site_54.73_12.79,10-29-1993,Gammarus zaddachi,2
2868,site_54.73_12.79,10-31-1998,Gammarus zaddachi,20
2869,site_54.73_12.79,9-17-1999,Gammarus zaddachi,1
2870,site_54.73_12.79,10-27-2000,Gammarus zaddachi,1
2871,site_54.73_12.79,10-18-2002,Gammarus zaddachi,1
2872,site_54.73_12.79,10-29-1994,Gastrosaccus spinifer,95
2873,site_54.73_12.79,10-25-1997,Gastrosaccus spinifer,34
2874,site_54.73_12.79,10-31-1998,Gastrosaccus spinifer,17
2875,site_54.73_12.79,10-15-2003,Gastrosaccus spinifer,3
2876,site_54.73_12.79,10-31-2004,Gastrosaccus spinifer,3
2877,site_54.73_12.79,10-15-2003,Halacaridae,1
2878,site_54.73_12.79,5-10-1982,Halicryptus spinulosus,3
2879,site_54.73_12.79,10-25-1986,Halicryptus spinulosus,9
2880,site_54.73_12.79,10-25-1991,Halicryptus spinulosus,3
2881,site_54.73_12.79,10-30-1992,Halicryptus spinulosus,3
2882,site_54.73_12.79,10-29-1993,Halicryptus spinulosus,6
2883,site_54.73_12.79,10-29-1995,Halicryptus spinulosus,7
2884,site_54.73_12.79,10-25-1997,Halicryptus spinulosus,10
2885,site_54.73_12.79,10-31-1998,Halicryptus spinulosus,3
2886,site_54.73_12.79,9-17-1999,Halicryptus spinulosus,3
2887,site_54.73_12.79,10-27-2000,Halicryptus spinulosus,27
2888,site_54.73_12.79,10-27-2001,Halicryptus spinulosus,14
2889,site_54.73_12.79,10-18-2002,Halicryptus spinulosus,3
2890,site_54.73_12.79,10-15-2003,Halicryptus spinulosus,7
2891,site_54.73_12.79,10-31-2004,Halicryptus spinulosus,10
2892,site_54.73_12.79,10-15-2003,Halisarca dujardinii,1
2893,site_54.73_12.79,10-25-1997,Halitholus yoldiaarcticae,1
2894,site_54.73_12.79,10-31-1998,Halitholus yoldiaarcticae,1
2895,site_54.73_12.79,10-25-1991,Harmothoe imbricata,48
2896,site_54.73_12.79,10-25-1997,Harmothoe imbricata,27
2897,site_54.73_12.79,10-31-1998,Harmothoe imbricata,1
2898,site_54.73_12.79,10-27-2000,Harmothoe imbricata,1
2899,site_54.73_12.79,10-27-2001,Harmothoe imbricata,3
2900,site_54.73_12.79,10-18-2002,Harmothoe imbricata,1
2901,site_54.73_12.79,10-15-2003,Harmothoe imbricata,10
2902,site_54.73_12.79,10-27-2000,Harmothoe impar,3
2903,site_54.73_12.79,10-18-2002,Harmothoe impar,7
2904,site_54.73_12.79,10-27-2000,Hartlaubella gelatinosa,1
2905,site_54.73_12.79,10-27-2001,Hartlaubella gelatinosa,1
2906,site_54.73_12.79,10-18-2002,Hartlaubella gelatinosa,1
2907,site_54.73_12.79,10-15-2003,Hartlaubella gelatinosa,1
2908,site_54.73_12.79,10-25-1991,Hediste diversicolor,10
2909,site_54.73_12.79,10-30-1992,Hediste diversicolor,3
2910,site_54.73_12.79,10-29-1993,Hediste diversicolor,37
2911,site_54.73_12.79,10-29-1994,Hediste diversicolor,27
2912,site_54.73_12.79,10-29-1995,Hediste diversicolor,5
2913,site_54.73_12.79,10-25-1997,Hediste diversicolor,17
2914,site_54.73_12.79,10-31-1998,Hediste diversicolor,20
2915,site_54.73_12.79,10-27-2000,Hediste diversicolor,3
2916,site_54.73_12.79,10-27-2001,Hediste diversicolor,27
2917,site_54.73_12.79,10-18-2002,Hediste diversicolor,14
2918,site_54.73_12.79,10-27-1990,Heteromastus filiformis,3
2919,site_54.73_12.79,10-29-1994,Heteromastus filiformis,3
2920,site_54.73_12.79,10-29-1995,Heteromastus filiformis,2
2921,site_54.73_12.79,10-31-2004,Heteromastus filiformis,7
2922,site_54.73_12.79,8-3-1980,Hydrobia ulvae,3
2923,site_54.73_12.79,5-7-1981,Hydrobia ulvae,9
2924,site_54.73_12.79,5-10-1982,Hydrobia ulvae,3
2925,site_54.73_12.79,5-16-1983,Hydrobia ulvae,9
2926,site_54.73_12.79,5-5-1984,Hydrobia ulvae,136
2927,site_54.73_12.79,10-27-1988,Hydrobia ulvae,9
2928,site_54.73_12.79,10-28-1989,Hydrobia ulvae,2083
2929,site_54.73_12.79,10-27-1990,Hydrobia ulvae,3132
2930,site_54.73_12.79,10-25-1991,Hydrobia ulvae,4048
2931,site_54.73_12.79,10-30-1992,Hydrobia ulvae,10059
2932,site_54.73_12.79,10-29-1993,Hydrobia ulvae,4992
2933,site_54.73_12.79,10-29-1994,Hydrobia ulvae,1466
2934,site_54.73_12.79,10-29-1995,Hydrobia ulvae,3289
2935,site_54.73_12.79,10-25-1997,Hydrobia ulvae,1020
2936,site_54.73_12.79,10-31-1998,Hydrobia ulvae,1748
2937,site_54.73_12.79,9-17-1999,Hydrobia ulvae,599
2938,site_54.73_12.79,10-27-2000,Hydrobia ulvae,286
2939,site_54.73_12.79,10-27-2001,Hydrobia ulvae,391
2940,site_54.73_12.79,10-18-2002,Hydrobia ulvae,1000
2941,site_54.73_12.79,10-15-2003,Hydrobia ulvae,745
2942,site_54.73_12.79,10-31-2004,Hydrobia ulvae,303
2943,site_54.73_12.79,10-25-1991,Jaera albifrons,10
2944,site_54.73_12.79,9-17-1999,Jaera albifrons,1
2945,site_54.73_12.79,10-27-2000,Jaera albifrons,7
2946,site_54.73_12.79,10-27-2001,Jaera albifrons,7
2947,site_54.73_12.79,10-18-2002,Jaera albifrons,1
2948,site_54.73_12.79,10-27-2001,Lafoeina tenuis,1
2949,site_54.73_12.79,10-18-2002,Lagis koreni,323
2950,site_54.73_12.79,10-15-2003,Lagis koreni,262
2951,site_54.73_12.79,10-31-2004,Lagis koreni,3
2952,site_54.73_12.79,10-25-1997,Lamellidoris muricata,7
2953,site_54.73_12.79,10-25-1997,Laomedea flexuosa,1
2954,site_54.73_12.79,10-31-1998,Laomedea flexuosa,1
2955,site_54.73_12.79,8-3-1980,Lineus ruber,3
2956,site_54.73_12.79,5-5-1984,Lineus ruber,5
2957,site_54.73_12.79,10-25-1986,Lineus ruber,5
2958,site_54.73_12.79,10-27-2001,Lineus ruber,3
2959,site_54.73_12.79,10-18-2002,Lineus ruber,24
2960,site_54.73_12.79,10-15-2003,Lineus ruber,17
2961,site_54.73_12.79,10-31-2004,Lineus ruber,24
2962,site_54.73_12.79,8-3-1980,Macoma balthica,149
2963,site_54.73_12.79,5-7-1981,Macoma balthica,284
2964,site_54.73_12.79,5-10-1982,Macoma balthica,352
2965,site_54.73_12.79,5-16-1983,Macoma balthica,179
2966,site_54.73_12.79,5-5-1984,Macoma balthica,229
2967,site_54.73_12.79,10-25-1986,Macoma balthica,132
2968,site_54.73_12.79,10-29-1987,Macoma balthica,9
2969,site_54.73_12.79,10-27-1988,Macoma balthica,3
2970,site_54.73_12.79,10-28-1989,Macoma balthica,3
2971,site_54.73_12.79,10-27-1990,Macoma balthica,9
2972,site_54.73_12.79,10-25-1991,Macoma balthica,3
2973,site_54.73_12.79,10-30-1992,Macoma balthica,33
2974,site_54.73_12.79,10-29-1993,Macoma balthica,104
2975,site_54.73_12.79,10-29-1994,Macoma balthica,146
2976,site_54.73_12.79,10-29-1995,Macoma balthica,241
2977,site_54.73_12.79,10-25-1997,Macoma balthica,269
2978,site_54.73_12.79,10-31-1998,Macoma balthica,235
2979,site_54.73_12.79,9-17-1999,Macoma balthica,170
2980,site_54.73_12.79,10-27-2000,Macoma balthica,235
2981,site_54.73_12.79,10-27-2001,Macoma balthica,170
2982,site_54.73_12.79,10-18-2002,Macoma balthica,228
2983,site_54.73_12.79,10-15-2003,Macoma balthica,156
2984,site_54.73_12.79,10-31-2004,Macoma balthica,167
2985,site_54.73_12.79,10-29-1993,Marenzelleria neglecta,4
2986,site_54.73_12.79,10-29-1994,Marenzelleria neglecta,34
2987,site_54.73_12.79,10-29-1995,Marenzelleria neglecta,14
2988,site_54.73_12.79,10-27-2000,Microdeutopus gryllotalpa,1
2989,site_54.73_12.79,10-27-2001,Molgula manhattensis,1
2990,site_54.73_12.79,5-10-1982,Monoporeia affinis,3
2991,site_54.73_12.79,10-15-2003,Musculus discors,1
2992,site_54.73_12.79,8-3-1980,Mya arenaria,167
2993,site_54.73_12.79,5-7-1981,Mya arenaria,85
2994,site_54.73_12.79,5-10-1982,Mya arenaria,138
2995,site_54.73_12.79,5-16-1983,Mya arenaria,44
2996,site_54.73_12.79,5-5-1984,Mya arenaria,9
2997,site_54.73_12.79,10-25-1986,Mya arenaria,22
2998,site_54.73_12.79,10-29-1987,Mya arenaria,12
2999,site_54.73_12.79,10-28-1989,Mya arenaria,715
3000,site_54.73_12.79,10-27-1990,Mya arenaria,1043
3001,site_54.73_12.79,10-25-1991,Mya arenaria,425
3002,site_54.73_12.79,10-30-1992,Mya arenaria,1599
3003,site_54.73_12.79,10-29-1993,Mya arenaria,1218
3004,site_54.73_12.79,10-29-1994,Mya arenaria,320
3005,site_54.73_12.79,10-29-1995,Mya arenaria,364
3006,site_54.73_12.79,10-25-1997,Mya arenaria,177
3007,site_54.73_12.79,10-31-1998,Mya arenaria,153
3008,site_54.73_12.79,9-17-1999,Mya arenaria,156
3009,site_54.73_12.79,10-27-2000,Mya arenaria,75
3010,site_54.73_12.79,10-27-2001,Mya arenaria,27
3011,site_54.73_12.79,10-18-2002,Mya arenaria,34
3012,site_54.73_12.79,10-15-2003,Mya arenaria,3
3013,site_54.73_12.79,10-31-2004,Mya arenaria,231
3014,site_54.73_12.79,10-29-1987,Mysella bidentata,26
3015,site_54.73_12.79,10-15-2003,Mysella bidentata,7
3016,site_54.73_12.79,10-31-2004,Mysella bidentata,3
3017,site_54.73_12.79,10-27-2000,Mysis mixta,1
3018,site_54.73_12.79,10-27-2001,Mysis mixta,1
3019,site_54.73_12.79,8-3-1980,Mytilus edulis,79
3020,site_54.73_12.79,5-7-1981,Mytilus edulis,170
3021,site_54.73_12.79,5-10-1982,Mytilus edulis,478
3022,site_54.73_12.79,5-16-1983,Mytilus edulis,185
3023,site_54.73_12.79,5-5-1984,Mytilus edulis,893
3024,site_54.73_12.79,10-25-1986,Mytilus edulis,48
3025,site_54.73_12.79,10-29-1987,Mytilus edulis,85
3026,site_54.73_12.79,10-27-1988,Mytilus edulis,3
3027,site_54.73_12.79,10-28-1989,Mytilus edulis,234
3028,site_54.73_12.79,10-27-1990,Mytilus edulis,229
3029,site_54.73_12.79,10-25-1991,Mytilus edulis,5248
3030,site_54.73_12.79,10-30-1992,Mytilus edulis,332
3031,site_54.73_12.79,10-29-1993,Mytilus edulis,224
3032,site_54.73_12.79,10-29-1994,Mytilus edulis,595
3033,site_54.73_12.79,10-29-1995,Mytilus edulis,663
3034,site_54.73_12.79,10-25-1997,Mytilus edulis,1806
3035,site_54.73_12.79,10-31-1998,Mytilus edulis,1857
3036,site_54.73_12.79,9-17-1999,Mytilus edulis,963
3037,site_54.73_12.79,10-27-2000,Mytilus edulis,1156
3038,site_54.73_12.79,10-27-2001,Mytilus edulis,1204
3039,site_54.73_12.79,10-18-2002,Mytilus edulis,194
3040,site_54.73_12.79,10-15-2003,Mytilus edulis,180
3041,site_54.73_12.79,10-31-2004,Mytilus edulis,139
3042,site_54.73_12.79,10-18-2002,Nais elinguis,7
3043,site_54.73_12.79,5-10-1982,Nemertina,3
3044,site_54.73_12.79,5-5-1984,Nemertina,5
3045,site_54.73_12.79,10-29-1994,Nemertina,3
3046,site_54.73_12.79,10-29-1995,Nemertina,3
3047,site_54.73_12.79,10-25-1997,Nemertina,7
3048,site_54.73_12.79,10-31-1998,Nemertina,1
3049,site_54.73_12.79,9-17-1999,Nemertina,3
3050,site_54.73_12.79,10-27-2000,Nemertina,17
3051,site_54.73_12.79,10-27-2001,Nemertina,37
3052,site_54.73_12.79,10-18-2002,Nemertina,54
3053,site_54.73_12.79,10-15-2003,Nemertina,48
3054,site_54.73_12.79,10-31-2004,Nemertina,24
3055,site_54.73_12.79,5-10-1982,Neomysis integer,3
3056,site_54.73_12.79,10-29-1994,Neomysis integer,3
3057,site_54.73_12.79,10-27-2001,Neomysis integer,3
3058,site_54.73_12.79,10-31-2004,Neomysis integer,1
3059,site_54.73_12.79,10-31-2004,Nephtys caeca,3
3060,site_54.73_12.79,10-15-2003,Nymphon brevirostre,1
3061,site_54.73_12.79,10-31-1998,Odostomia rissoides,1
3062,site_54.73_12.79,10-15-2003,Odostomia rissoides,3
3063,site_54.73_12.79,10-31-2004,Odostomia rissoides,3
3064,site_54.73_12.79,5-10-1982,Oligochaeta,6
3065,site_54.73_12.79,5-16-1983,Oligochaeta,3
3066,site_54.73_12.79,10-28-1989,Oligochaeta,20
3067,site_54.73_12.79,10-27-1990,Oligochaeta,12
3068,site_54.73_12.79,10-25-1991,Oligochaeta,20
3069,site_54.73_12.79,10-30-1992,Oligochaeta,48
3070,site_54.73_12.79,10-29-1993,Oligochaeta,182
3071,site_54.73_12.79,10-29-1994,Oligochaeta,177
3072,site_54.73_12.79,10-29-1995,Oligochaeta,219
3073,site_54.73_12.79,10-25-1997,Oligochaeta,361
3074,site_54.73_12.79,9-17-1999,Opercularella lacerata,1
3075,site_54.73_12.79,10-27-2000,Opercularella lacerata,1
3076,site_54.73_12.79,10-27-2001,Opercularella lacerata,1
3077,site_54.73_12.79,10-25-1997,Ophelia limacina,3
3078,site_54.73_12.79,10-18-2002,Palaemon elegans,1
3079,site_54.73_12.79,10-15-2003,Parvicardium ovale,14
3080,site_54.73_12.79,8-3-1980,Phoxocephalus holbolli,23
3081,site_54.73_12.79,5-7-1981,Phoxocephalus holbolli,120
3082,site_54.73_12.79,5-5-1984,Phoxocephalus holbolli,106
3083,site_54.73_12.79,10-29-1995,Phyllodoce,2
3084,site_54.73_12.79,10-29-1994,Phyllodoce (Anaitides) maculata,3
3085,site_54.73_12.79,10-25-1997,Phyllodoce (Anaitides) mucosa,7
3086,site_54.73_12.79,10-27-2001,Phyllodoce (Anaitides) mucosa,3
3087,site_54.73_12.79,10-18-2002,Phyllodoce (Anaitides) mucosa,303
3088,site_54.73_12.79,10-15-2003,Phyllodoce (Anaitides) mucosa,102
3089,site_54.73_12.79,5-5-1984,Polydora (Polydora) quadrilobata,9
3090,site_54.73_12.79,9-17-1999,Polydora (Polydora) quadrilobata,14
3091,site_54.73_12.79,10-27-2000,Polydora (Polydora) quadrilobata,7
3092,site_54.73_12.79,10-27-2001,Polydora (Polydora) quadrilobata,10
3093,site_54.73_12.79,10-18-2002,Polydora (Polydora) quadrilobata,20
3094,site_54.73_12.79,10-15-2003,Polydora (Polydora) quadrilobata,3
3095,site_54.73_12.79,10-31-2004,Polydora (Polydora) quadrilobata,3
3096,site_54.73_12.79,10-29-1994,Polydora ciliata,14
3097,site_54.73_12.79,10-29-1995,Polydora ciliata,31
3098,site_54.73_12.79,10-31-1998,Polydora ciliata,10
3099,site_54.73_12.79,9-17-1999,Polydora ciliata,3
3100,site_54.73_12.79,10-29-1995,Pontoporeia femorata,2
3101,site_54.73_12.79,10-27-2001,Pontoporeia femorata,3
3102,site_54.73_12.79,10-29-1995,Priapulus caudatus,2
3103,site_54.73_12.79,10-27-2000,Prostoma obscura,3
3104,site_54.73_12.79,10-27-2001,Prostoma obscura,20
3105,site_54.73_12.79,10-18-2002,Prostoma obscura,24
3106,site_54.73_12.79,10-15-2003,Prostoma obscura,24
3107,site_54.73_12.79,10-25-1997,Pseudopolydora pulchra,3
3108,site_54.73_12.79,10-25-1997,Pusillina inconspicua,3
3109,site_54.73_12.79,8-3-1980,Pygospio elegans,64
3110,site_54.73_12.79,5-7-1981,Pygospio elegans,24
3111,site_54.73_12.79,5-10-1982,Pygospio elegans,193
3112,site_54.73_12.79,5-16-1983,Pygospio elegans,82
3113,site_54.73_12.79,10-25-1986,Pygospio elegans,198
3114,site_54.73_12.79,10-29-1987,Pygospio elegans,164
3115,site_54.73_12.79,10-28-1989,Pygospio elegans,91
3116,site_54.73_12.79,10-25-1991,Pygospio elegans,31
3117,site_54.73_12.79,10-30-1992,Pygospio elegans,449
3118,site_54.73_12.79,10-29-1993,Pygospio elegans,1392
3119,site_54.73_12.79,10-29-1994,Pygospio elegans,3663
3120,site_54.73_12.79,10-29-1995,Pygospio elegans,2187
3121,site_54.73_12.79,10-25-1997,Pygospio elegans,2701
3122,site_54.73_12.79,10-31-1998,Pygospio elegans,1391
3123,site_54.73_12.79,9-17-1999,Pygospio elegans,476
3124,site_54.73_12.79,10-27-2000,Pygospio elegans,724
3125,site_54.73_12.79,10-27-2001,Pygospio elegans,816
3126,site_54.73_12.79,10-18-2002,Pygospio elegans,371
3127,site_54.73_12.79,10-31-2004,Pygospio elegans,14
3128,site_54.73_12.79,10-15-2003,Retusa obtusa,7
3129,site_54.73_12.79,10-31-2004,Retusa obtusa,14
3130,site_54.73_12.79,10-15-2003,Retusa truncatula,14
3131,site_54.73_12.79,10-31-2004,Retusa truncatula,3
3132,site_54.73_12.79,10-29-1994,Saduria entomon,3
3133,site_54.73_12.79,10-31-1998,Saduria entomon,1
3134,site_54.73_12.79,8-3-1980,Scoloplos armiger,158
3135,site_54.73_12.79,5-7-1981,Scoloplos armiger,173
3136,site_54.73_12.79,5-10-1982,Scoloplos armiger,6
3137,site_54.73_12.79,5-5-1984,Scoloplos armiger,66
3138,site_54.73_12.79,10-25-1986,Scoloplos armiger,40
3139,site_54.73_12.79,10-29-1987,Scoloplos armiger,41
3140,site_54.73_12.79,10-28-1989,Scoloplos armiger,3
3141,site_54.73_12.79,10-27-1990,Scoloplos armiger,6
3142,site_54.73_12.79,10-25-1991,Scoloplos armiger,24
3143,site_54.73_12.79,10-30-1992,Scoloplos armiger,120
3144,site_54.73_12.79,10-29-1993,Scoloplos armiger,618
3145,site_54.73_12.79,10-29-1994,Scoloplos armiger,718
3146,site_54.73_12.79,10-29-1995,Scoloplos armiger,364
3147,site_54.73_12.79,10-25-1997,Scoloplos armiger,738
3148,site_54.73_12.79,10-31-1998,Scoloplos armiger,554
3149,site_54.73_12.79,9-17-1999,Scoloplos armiger,520
3150,site_54.73_12.79,10-27-2000,Scoloplos armiger,510
