,site,scientificnameaccepted,yearcollected,Count (Dmnless)
1539,site_54.55_11.33,Lagis koreni,2000,423
1540,site_54.55_11.33,Lagis koreni,2001,65
1541,site_54.55_11.33,Lagis koreni,2003,201
1542,site_54.55_11.33,Lagis koreni,2004,78
1543,site_54.55_11.33,Lamellidoris muricata,2003,1
1544,site_54.55_11.33,Lepidonotus squamatus,2003,1
1545,site_54.55_11.33,Lepidonotus squamatus,2004,1
1546,site_54.55_11.33,Leucosolenia,2001,1
1547,site_54.55_11.33,Leucosolenia,2003,1
1548,site_54.55_11.33,Leucosolenia,2004,1
1549,site_54.55_11.33,Levinsenia gracilis,2000,6
1550,site_54.55_11.33,Levinsenia gracilis,2001,3
1551,site_54.55_11.33,Lineus ruber,2004,3
1552,site_54.55_11.33,Loxosomella,2001,1
1553,site_54.55_11.33,Macoma balthica,1982,15
1554,site_54.55_11.33,Macoma balthica,1998,27
1555,site_54.55_11.33,Macoma balthica,2000,9
1556,site_54.55_11.33,Macoma balthica,2004,3
1557,site_54.55_11.33,Maldanidae,1994,3
1558,site_54.55_11.33,Mediomastus fragilis,2001,1
1559,site_54.55_11.33,Melicertum octocostatum,2001,1
1560,site_54.55_11.33,Metridium senile,2000,7
1561,site_54.55_11.33,Metridium senile,2001,7
1562,site_54.55_11.33,Metridium senile,2004,1
1563,site_54.55_11.33,Microdeutopus gryllotalpa,2001,1
1564,site_54.55_11.33,Microphthalmus aberrans,2003,1
1565,site_54.55_11.33,Mucronella immersa,2004,1
1566,site_54.55_11.33,Musculus marmoratus,2003,1
1567,site_54.55_11.33,Mya arenaria,1982,6
1568,site_54.55_11.33,Mya arenaria,1994,17
1569,site_54.55_11.33,Mya arenaria,1995,7
1570,site_54.55_11.33,Mya arenaria,1997,10
1571,site_54.55_11.33,Mya arenaria,1998,7
1572,site_54.55_11.33,Mya arenaria,2003,1
1573,site_54.55_11.33,Mya arenaria,2004,1
1574,site_54.55_11.33,Mya truncata,1998,7
1575,site_54.55_11.33,Mya truncata,2000,6
1576,site_54.55_11.33,Mysella bidentata,1993,3
1577,site_54.55_11.33,Mysella bidentata,1994,3
1578,site_54.55_11.33,Mysella bidentata,1995,3
1579,site_54.55_11.33,Mysella bidentata,1997,17
1580,site_54.55_11.33,Mysella bidentata,1998,7
1581,site_54.55_11.33,Mysella bidentata,2004,167
1582,site_54.55_11.33,Mytilus edulis,1982,38
1583,site_54.55_11.33,Mytilus edulis,1993,17
1584,site_54.55_11.33,Mytilus edulis,1994,68
1585,site_54.55_11.33,Mytilus edulis,1995,34
1586,site_54.55_11.33,Mytilus edulis,1997,7
1587,site_54.55_11.33,Mytilus edulis,2000,7
1588,site_54.55_11.33,Mytilus edulis,2001,7
1589,site_54.55_11.33,Mytilus edulis,2003,1
1590,site_54.55_11.33,Mytilus edulis,2004,3
1591,site_54.55_11.33,Nais elinguis,1998,3
1592,site_54.55_11.33,Nemertina,1994,3
1593,site_54.55_11.33,Nemertina,2003,1
1594,site_54.55_11.33,Nemertina,2004,7
1595,site_54.55_11.33,Neomysis integer,2004,1
1596,site_54.55_11.33,Nephtys caeca,1997,3
1597,site_54.55_11.33,Nephtys caeca,2000,6
1598,site_54.55_11.33,Nephtys caeca,2001,7
1599,site_54.55_11.33,Nephtys caeca,2003,10
1600,site_54.55_11.33,Nephtys caeca,2004,7
1601,site_54.55_11.33,Nephtys ciliata,1997,10
1602,site_54.55_11.33,Nephtys ciliata,1998,17
1603,site_54.55_11.33,Nephtys ciliata,2000,96
1604,site_54.55_11.33,Nephtys ciliata,2001,34
1605,site_54.55_11.33,Nephtys ciliata,2004,24
1606,site_54.55_11.33,Nephtys hombergii,1994,10
1607,site_54.55_11.33,Nephtys hombergii,1995,3
1608,site_54.55_11.33,Nephtys hombergii,1997,14
1609,site_54.55_11.33,Nephtys hombergii,2001,7
1610,site_54.55_11.33,Nephtys hombergii,2002,1
1611,site_54.55_11.33,Nephtys hombergii,2003,3
1612,site_54.55_11.33,Nephtys hombergii,2004,44
1613,site_54.55_11.33,Nephtys kersivalensis,1998,3
1614,site_54.55_11.33,Nephtys longosetosa,1997,3
1615,site_54.55_11.33,Nephtys pente,2004,3
1616,site_54.55_11.33,Nereimyra punctata,1994,3
1617,site_54.55_11.33,Nereimyra punctata,1998,54
1618,site_54.55_11.33,Nereimyra punctata,2000,7
1619,site_54.55_11.33,Nereimyra punctata,2001,3
1620,site_54.55_11.33,Nereimyra punctata,2003,17
1621,site_54.55_11.33,Nereimyra punctata,2004,1
1622,site_54.55_11.33,Nereis pelagica,2003,1
1623,site_54.55_11.33,Nicolea zostericola,2004,1
1624,site_54.55_11.33,Nymphon brevirostre,2000,1
1625,site_54.55_11.33,Nymphon brevirostre,2001,1
1626,site_54.55_11.33,Nymphon brevirostre,2003,1
1627,site_54.55_11.33,Oligochaeta,1982,6
1628,site_54.55_11.33,Oligochaeta,1992,3
1629,site_54.55_11.33,Opercularella lacerata,2000,1
1630,site_54.55_11.33,Opercularella lacerata,2001,1
1631,site_54.55_11.33,Opercularella pumila,1998,1
1632,site_54.55_11.33,Opercularella pumila,2001,1
1633,site_54.55_11.33,Ophiura albida,1994,7
1634,site_54.55_11.33,Ophiura albida,1997,10
1635,site_54.55_11.33,Ophiura albida,1998,27
1636,site_54.55_11.33,Ophiura albida,2000,66
1637,site_54.55_11.33,Ophiura albida,2001,54
1638,site_54.55_11.33,Ophiura albida,2003,3
1639,site_54.55_11.33,Ophiura albida,2004,357
1640,site_54.55_11.33,Paraonis fulgens,1995,3
1641,site_54.55_11.33,Paraonis fulgens,1997,3
1642,site_54.55_11.33,Paraonis fulgens,2000,6
1643,site_54.55_11.33,Parvicardium ovale,1997,24
1644,site_54.55_11.33,Parvicardium ovale,1998,3
1645,site_54.55_11.33,Parvicardium ovale,2001,1
1646,site_54.55_11.33,Parvicardium ovale,2002,1
1647,site_54.55_11.33,Parvicardium ovale,2003,1
1648,site_54.55_11.33,Parvicardium ovale,2004,7
1649,site_54.55_11.33,Perigonimus,2000,1
1650,site_54.55_11.33,Phaxas pellucidus,1994,3
1651,site_54.55_11.33,Phaxas pellucidus,1997,3
1652,site_54.55_11.33,Phaxas pellucidus,2003,1
1653,site_54.55_11.33,Phaxas pellucidus,2004,10
1654,site_54.55_11.33,Pherusa plumosa,1994,3
1655,site_54.55_11.33,Pherusa plumosa,1997,20
1656,site_54.55_11.33,Pherusa plumosa,1998,10
1657,site_54.55_11.33,Pherusa plumosa,2000,9
1658,site_54.55_11.33,Pherusa plumosa,2001,10
1659,site_54.55_11.33,Pherusa plumosa,2003,1
1660,site_54.55_11.33,Pherusa plumosa,2004,3
1661,site_54.55_11.33,Pholoe,1982,6
1662,site_54.55_11.33,Pholoe,1994,3
1663,site_54.55_11.33,Pholoe assimilis,1997,34
1664,site_54.55_11.33,Pholoe assimilis,1998,48
1665,site_54.55_11.33,Pholoe assimilis,2000,65
1666,site_54.55_11.33,Pholoe assimilis,2001,7
1667,site_54.55_11.33,Pholoe assimilis,2003,3
1668,site_54.55_11.33,Pholoe assimilis,2004,105
1669,site_54.55_11.33,Pholoe baltica,1997,20
1670,site_54.55_11.33,Pholoe baltica,1998,7
1671,site_54.55_11.33,Pholoe baltica,2000,7
1672,site_54.55_11.33,Pholoe baltica,2001,1
1673,site_54.55_11.33,Pholoe baltica,2004,31
1674,site_54.55_11.33,Pholoe inornata,2000,32
1675,site_54.55_11.33,Pholoe inornata,2001,10
1676,site_54.55_11.33,Pholoe inornata,2003,3
1677,site_54.55_11.33,Pholoe inornata,2004,10
1678,site_54.55_11.33,Phtisica marina,2004,3
1679,site_54.55_11.33,Phyllodoce (Anaitides) maculata,1994,44
1680,site_54.55_11.33,Phyllodoce (Anaitides) maculata,1998,99
1681,site_54.55_11.33,Phyllodoce (Anaitides) maculata,2000,1
1682,site_54.55_11.33,Phyllodoce (Anaitides) maculata,2001,3
1683,site_54.55_11.33,Phyllodoce (Anaitides) maculata,2003,1
1684,site_54.55_11.33,Phyllodoce (Anaitides) mucosa,1994,48
1685,site_54.55_11.33,Phyllodoce (Anaitides) mucosa,1997,7
1686,site_54.55_11.33,Phyllodoce (Anaitides) mucosa,1998,7
1687,site_54.55_11.33,Phyllodoce (Anaitides) mucosa,2000,3
1688,site_54.55_11.33,Phyllodoce (Anaitides) mucosa,2001,27
1689,site_54.55_11.33,Phyllodoce (Anaitides) mucosa,2003,17
1690,site_54.55_11.33,Phyllodoce (Anaitides) mucosa,2004,7
1691,site_54.55_11.33,Polydora,1992,180
1692,site_54.55_11.33,Polydora (Polydora) quadrilobata,2000,22
1693,site_54.55_11.33,Polydora (Polydora) quadrilobata,2001,10
1694,site_54.55_11.33,Polydora ciliata,1982,237
1695,site_54.55_11.33,Polydora ciliata,1994,7
1696,site_54.55_11.33,Polydora ciliata,2000,15
1697,site_54.55_11.33,Polydora ciliata,2003,1
1698,site_54.55_11.33,Polydora cornuta,1993,10
1699,site_54.55_11.33,Pontoporeia femorata,1997,17
1700,site_54.55_11.33,Pontoporeia femorata,1998,7
1701,site_54.55_11.33,Praunus inermis,2004,1
1702,site_54.55_11.33,Priapulus caudatus,1997,3
1703,site_54.55_11.33,Priapulus caudatus,2003,24
1704,site_54.55_11.33,Priapulus caudatus,2004,3
1705,site_54.55_11.33,Prionospio steenstrupi,2001,1
1706,site_54.55_11.33,Prionospio steenstrupi,2003,3
1707,site_54.55_11.33,Prionospio steenstrupi,2004,10
1708,site_54.55_11.33,Pseudopolydora pulchra,2001,10
1709,site_54.55_11.33,Pseudopolydora pulchra,2004,3
1710,site_54.55_11.33,Pygospio elegans,2000,3
1711,site_54.55_11.33,Rathkea octopunctata,2001,1
1712,site_54.55_11.33,Retusa obtusa,2004,7
1713,site_54.55_11.33,Retusa truncatula,2004,7
1714,site_54.55_11.33,Scalibregma inflatum,1994,20
1715,site_54.55_11.33,Scalibregma inflatum,1997,48
1716,site_54.55_11.33,Scalibregma inflatum,1998,10
1717,site_54.55_11.33,Scalibregma inflatum,2001,3
1718,site_54.55_11.33,Scalibregma inflatum,2003,2180
1719,site_54.55_11.33,Scalibregma inflatum,2004,337
1720,site_54.55_11.33,Scoloplos armiger,1994,95
1721,site_54.55_11.33,Scoloplos armiger,1997,762
1722,site_54.55_11.33,Scoloplos armiger,1998,391
1723,site_54.55_11.33,Scoloplos armiger,2000,173
1724,site_54.55_11.33,Scoloplos armiger,2001,61
1725,site_54.55_11.33,Scoloplos armiger,2003,24
1726,site_54.55_11.33,Scoloplos armiger,2004,255
1727,site_54.55_11.33,Sertularia cupressina,2003,1
1728,site_54.55_11.33,Sphaerodorum flavum,2001,1
1729,site_54.55_11.33,Spio filicornis,1995,3
1730,site_54.55_11.33,Spio goniocephala,1997,27
1731,site_54.55_11.33,Spio goniocephala,1998,75
1732,site_54.55_11.33,Streptosyllis websteri,2003,1
1733,site_54.55_11.33,Streptosyllis websteri,2004,1
1734,site_54.55_11.33,Styela coriacea,2000,13
1735,site_54.55_11.33,Styela coriacea,2001,17
1736,site_54.55_11.33,Terebellides stroemii,1994,139
1737,site_54.55_11.33,Terebellides stroemii,1997,197
1738,site_54.55_11.33,Terebellides stroemii,1998,184
1739,site_54.55_11.33,Terebellides stroemii,2000,729
1740,site_54.55_11.33,Terebellides stroemii,2001,221
1741,site_54.55_11.33,Terebellides stroemii,2003,31
1742,site_54.55_11.33,Terebellides stroemii,2004,54
1743,site_54.55_11.33,Trochochaeta multisetosa,2000,3
1744,site_54.55_11.33,Trochochaeta multisetosa,2003,34
1745,site_54.55_11.33,Trochochaeta multisetosa,2004,10
1746,site_54.55_11.33,Turbellaria,1998,3
1747,site_54.55_11.33,Turbellaria,2003,3
1748,site_54.55_11.33,Valkeria uva,1998,1
1749,site_54.55_11.33,Valkeria uva,2000,2
1750,site_54.55_11.33,Valkeria uva,2002,1
1751,site_54.55_11.33,Valkeria uva,2003,1
1752,site_54.63_14.28,Alcyonidium polyoum,1998,1
1753,site_54.63_14.28,Alcyonidium polyoum,1999,1
1754,site_54.63_14.28,Alcyonidium polyoum,2000,1
1755,site_54.63_14.28,Alcyonidium polyoum,2001,1
1756,site_54.63_14.28,Alcyonidium polyoum,2002,1
1757,site_54.63_14.28,Alcyonidium polyoum,2003,1
1758,site_54.63_14.28,Alcyonidium polyoum,2004,1
1759,site_54.63_14.28,Ampharete baltica,1998,1
1760,site_54.63_14.28,Aricidea suecica,1994,1
1761,site_54.63_14.28,Bathyporeia pilosa,1994,2
1762,site_54.63_14.28,Bathyporeia pilosa,1995,4
1763,site_54.63_14.28,Bathyporeia pilosa,1999,3
1764,site_54.63_14.28,Bylgides sarsi,1987,44
1765,site_54.63_14.28,Bylgides sarsi,1992,5
1766,site_54.63_14.28,Bylgides sarsi,1993,2
1767,site_54.63_14.28,Bylgides sarsi,1994,17
1768,site_54.63_14.28,Bylgides sarsi,1995,80
1769,site_54.63_14.28,Bylgides sarsi,1997,7
1770,site_54.63_14.28,Bylgides sarsi,1998,3
1771,site_54.63_14.28,Bylgides sarsi,1999,146
1772,site_54.63_14.28,Bylgides sarsi,2000,24
1773,site_54.63_14.28,Bylgides sarsi,2001,1
1774,site_54.63_14.28,Bylgides sarsi,2002,1
1775,site_54.63_14.28,Bylgides sarsi,2003,1
1776,site_54.63_14.28,Bylgides sarsi,2004,10
1777,site_54.63_14.28,Capitella capitata,1980,9
1778,site_54.63_14.28,Cerastoderma glaucum,1993,2
1779,site_54.63_14.28,Corophium volutator,1993,7
1780,site_54.63_14.28,Corophium volutator,1995,6
1781,site_54.63_14.28,Crangon crangon,1993,9
1782,site_54.63_14.28,Crangon crangon,1995,4
1783,site_54.63_14.28,Crangon crangon,1998,1
1784,site_54.63_14.28,Crangon crangon,1999,1
1785,site_54.63_14.28,Crangon crangon,2000,1
1786,site_54.63_14.28,Crangon crangon,2001,1
1787,site_54.63_14.28,Crangon crangon,2002,1
1788,site_54.63_14.28,Crangon crangon,2003,1
1789,site_54.63_14.28,Crangon crangon,2004,1
1790,site_54.63_14.28,Diastylis rathkei,1987,26
1791,site_54.63_14.28,Diastylis rathkei,1991,7
1792,site_54.63_14.28,Diastylis rathkei,1993,48
1793,site_54.63_14.28,Diastylis rathkei,1994,144
1794,site_54.63_14.28,Diastylis rathkei,1995,599
1795,site_54.63_14.28,Diastylis rathkei,1997,112
1796,site_54.63_14.28,Diastylis rathkei,1998,112
1797,site_54.63_14.28,Diastylis rathkei,1999,425
1798,site_54.63_14.28,Diastylis rathkei,2000,58
1799,site_54.63_14.28,Diastylis rathkei,2001,10
1800,site_54.63_14.28,Diastylis rathkei,2002,51
1801,site_54.63_14.28,Diastylis rathkei,2003,58
1802,site_54.63_14.28,Diastylis rathkei,2004,82
1803,site_54.63_14.28,Electra crustulenta,1998,1
1804,site_54.63_14.28,Electra crustulenta,1999,1
1805,site_54.63_14.28,Electra crustulenta,2000,1
1806,site_54.63_14.28,Electra crustulenta,2001,1
1807,site_54.63_14.28,Electra crustulenta,2002,1
1808,site_54.63_14.28,Electra crustulenta,2003,1
1809,site_54.63_14.28,Electra crustulenta,2004,1
1810,site_54.63_14.28,Eucratea loricata,2001,1
1811,site_54.63_14.28,Fabricia stellaris,1998,17
1812,site_54.63_14.28,Gammarus oceanicus,1998,1
1813,site_54.63_14.28,Gammarus oceanicus,1999,1
1814,site_54.63_14.28,Gammarus oceanicus,2000,1
1815,site_54.63_14.28,Gammarus oceanicus,2001,3
1816,site_54.63_14.28,Gammarus oceanicus,2002,1
1817,site_54.63_14.28,Gammarus oceanicus,2003,1
1818,site_54.63_14.28,Gammarus oceanicus,2004,1
1819,site_54.63_14.28,Gammarus salinus,1980,18
1820,site_54.63_14.28,Gammarus salinus,1987,3
1821,site_54.63_14.28,Gammarus salinus,1993,46
1822,site_54.63_14.28,Gammarus salinus,1995,85
1823,site_54.63_14.28,Gammarus salinus,1998,3
1824,site_54.63_14.28,Gammarus salinus,1999,3
1825,site_54.63_14.28,Gammarus salinus,2000,1
1826,site_54.63_14.28,Gammarus salinus,2001,1
1827,site_54.63_14.28,Gammarus salinus,2002,3
1828,site_54.63_14.28,Gammarus salinus,2003,1
1829,site_54.63_14.28,Gammarus salinus,2004,1
1830,site_54.63_14.28,Gammarus zaddachi,1993,54
1831,site_54.63_14.28,Gammarus zaddachi,1995,3
1832,site_54.63_14.28,Gammarus zaddachi,1998,1
1833,site_54.63_14.28,Gammarus zaddachi,1999,3
1834,site_54.63_14.28,Gammarus zaddachi,2000,1
1835,site_54.63_14.28,Gammarus zaddachi,2001,3
1836,site_54.63_14.28,Gammarus zaddachi,2002,1
1837,site_54.63_14.28,Gammarus zaddachi,2003,1
1838,site_54.63_14.28,Gammarus zaddachi,2004,1
1839,site_54.63_14.28,Halicryptus spinulosus,1987,9
1840,site_54.63_14.28,Halicryptus spinulosus,1992,46
1841,site_54.63_14.28,Halicryptus spinulosus,1993,54
1842,site_54.63_14.28,Halicryptus spinulosus,1994,48
1843,site_54.63_14.28,Halicryptus spinulosus,1995,54
1844,site_54.63_14.28,Halicryptus spinulosus,1997,82
1845,site_54.63_14.28,Halicryptus spinulosus,1998,61
1846,site_54.63_14.28,Halicryptus spinulosus,1999,170
1847,site_54.63_14.28,Halicryptus spinulosus,2000,65
1848,site_54.63_14.28,Halicryptus spinulosus,2001,78
1849,site_54.63_14.28,Halicryptus spinulosus,2002,48
1850,site_54.63_14.28,Halicryptus spinulosus,2003,34
1851,site_54.63_14.28,Halicryptus spinulosus,2004,85
1852,site_54.63_14.28,Halitholus yoldiaarcticae,1998,1
1853,site_54.63_14.28,Hartlaubella gelatinosa,1980,1
1854,site_54.63_14.28,Hartlaubella gelatinosa,2000,1
1855,site_54.63_14.28,Hartlaubella gelatinosa,2001,1
1856,site_54.63_14.28,Hartlaubella gelatinosa,2002,1
1857,site_54.63_14.28,Hartlaubella gelatinosa,2003,1
1858,site_54.63_14.28,Hartlaubella gelatinosa,2004,1
1859,site_54.63_14.28,Hediste diversicolor,1995,2
1860,site_54.63_14.28,Hydrobia ulvae,1991,14
1861,site_54.63_14.28,Hydrobia ulvae,1992,5
1862,site_54.63_14.28,Hydrobia ulvae,1993,43
1863,site_54.63_14.28,Hydrobia ulvae,1994,91
1864,site_54.63_14.28,Hydrobia ulvae,1995,178
1865,site_54.63_14.28,Hydrobia ulvae,1997,17
1866,site_54.63_14.28,Hydrobia ulvae,2003,177
1867,site_54.63_14.28,Hydrobia ulvae,2004,391
1868,site_54.63_14.28,Hyperia galba,1998,1
1869,site_54.63_14.28,Hyperia galba,2004,1
1870,site_54.63_14.28,Idotea balthica,2004,1
1871,site_54.63_14.28,Idotea chelipes,2004,1
1872,site_54.63_14.28,Jaera albifrons,1993,36
1873,site_54.63_14.28,Jaera albifrons,1995,9
1874,site_54.63_14.28,Jaera albifrons,1998,7
1875,site_54.63_14.28,Jaera albifrons,1999,7
1876,site_54.63_14.28,Jaera albifrons,2000,1
1877,site_54.63_14.28,Jaera albifrons,2001,1
1878,site_54.63_14.28,Jaera albifrons,2002,1
1879,site_54.63_14.28,Jaera albifrons,2003,1
1880,site_54.63_14.28,Jaera albifrons,2004,1
1881,site_54.63_14.28,Laomedea flexuosa,1997,1
1882,site_54.63_14.28,Laomedea flexuosa,1998,1
1883,site_54.63_14.28,Macoma balthica,1980,519
1884,site_54.63_14.28,Macoma balthica,1987,275
1885,site_54.63_14.28,Macoma balthica,1991,61
1886,site_54.63_14.28,Macoma balthica,1992,82
1887,site_54.63_14.28,Macoma balthica,1993,1293
1888,site_54.63_14.28,Macoma balthica,1994,2247
1889,site_54.63_14.28,Macoma balthica,1995,1846
1890,site_54.63_14.28,Macoma balthica,1997,1503
1891,site_54.63_14.28,Macoma balthica,1998,1456
1892,site_54.63_14.28,Macoma balthica,1999,1827
1893,site_54.63_14.28,Macoma balthica,2000,1187
1894,site_54.63_14.28,Macoma balthica,2001,966
1895,site_54.63_14.28,Macoma balthica,2002,473
1896,site_54.63_14.28,Macoma balthica,2003,1017
1897,site_54.63_14.28,Macoma balthica,2004,724
1898,site_54.63_14.28,Marenzelleria neglecta,1993,10
1899,site_54.63_14.28,Marenzelleria neglecta,1994,6
1900,site_54.63_14.28,Marenzelleria neglecta,1995,5
1901,site_54.63_14.28,Monoporeia affinis,1987,65
1902,site_54.63_14.28,Monoporeia affinis,2001,3
1903,site_54.63_14.28,Monoporeia affinis,2002,10
1904,site_54.63_14.28,Mya arenaria,1987,6
1905,site_54.63_14.28,Mya arenaria,1991,27
1906,site_54.63_14.28,Mya arenaria,1992,5
1907,site_54.63_14.28,Mya arenaria,1993,32
1908,site_54.63_14.28,Mya arenaria,1994,22
1909,site_54.63_14.28,Mya arenaria,1995,45
1910,site_54.63_14.28,Mya arenaria,1997,48
1911,site_54.63_14.28,Mya arenaria,1998,10
1912,site_54.63_14.28,Mya arenaria,1999,54
1913,site_54.63_14.28,Mya arenaria,2000,20
1914,site_54.63_14.28,Mya arenaria,2001,24
1915,site_54.63_14.28,Mya arenaria,2002,14
1916,site_54.63_14.28,Mya arenaria,2003,48
1917,site_54.63_14.28,Mya arenaria,2004,116
1918,site_54.63_14.28,Mysis mixta,1995,1
1919,site_54.63_14.28,Mysis mixta,1998,1
1920,site_54.63_14.28,Mysis mixta,1999,1
1921,site_54.63_14.28,Mysis mixta,2000,1
1922,site_54.63_14.28,Mysis mixta,2001,1
1923,site_54.63_14.28,Mysis mixta,2003,1
1924,site_54.63_14.28,Mysis mixta,2004,1
1925,site_54.63_14.28,Mytilus edulis,1980,79
1926,site_54.63_14.28,Mytilus edulis,1987,56
1927,site_54.63_14.28,Mytilus edulis,1991,14
1928,site_54.63_14.28,Mytilus edulis,1992,143
1929,site_54.63_14.28,Mytilus edulis,1993,1571
1930,site_54.63_14.28,Mytilus edulis,1994,222
1931,site_54.63_14.28,Mytilus edulis,1995,663
1932,site_54.63_14.28,Mytilus edulis,1997,340
1933,site_54.63_14.28,Mytilus edulis,1998,1486
1934,site_54.63_14.28,Mytilus edulis,1999,1779
1935,site_54.63_14.28,Mytilus edulis,2000,303
1936,site_54.63_14.28,Mytilus edulis,2001,296
1937,site_54.63_14.28,Mytilus edulis,2002,184
1938,site_54.63_14.28,Mytilus edulis,2003,37
1939,site_54.63_14.28,Mytilus edulis,2004,109
1940,site_54.63_14.28,Nais elinguis,1998,3
1941,site_54.63_14.28,Nais elinguis,2000,1
1942,site_54.63_14.28,Nais elinguis,2002,1
1943,site_54.63_14.28,Nemertina,2001,3
1944,site_54.63_14.28,Neomysis integer,1991,3
1945,site_54.63_14.28,Neomysis integer,1998,1
1946,site_54.63_14.28,Neomysis integer,1999,1
1947,site_54.63_14.28,Neomysis integer,2000,1
1948,site_54.63_14.28,Neomysis integer,2001,1
1949,site_54.63_14.28,Neomysis integer,2002,1
1950,site_54.63_14.28,Neomysis integer,2003,1
1951,site_54.63_14.28,Neomysis integer,2004,1
1952,site_54.63_14.28,Oligochaeta,1991,24
1953,site_54.63_14.28,Oligochaeta,1992,15
1954,site_54.63_14.28,Oligochaeta,1993,558
1955,site_54.63_14.28,Oligochaeta,1994,454
1956,site_54.63_14.28,Oligochaeta,1995,425
1957,site_54.63_14.28,Oligochaeta,1997,20
1958,site_54.63_14.28,Opercularella lacerata,2001,1
1959,site_54.63_14.28,Palaemon elegans,2003,1
1960,site_54.63_14.28,Paranais litoralis,1998,7
1961,site_54.63_14.28,Pontoporeia femorata,1995,1
1962,site_54.63_14.28,Pontoporeia femorata,1997,10
1963,site_54.63_14.28,Pontoporeia femorata,1999,3
1964,site_54.63_14.28,Pontoporeia femorata,2004,3
1965,site_54.63_14.28,Praunus flexuosus,2004,1
1966,site_54.63_14.28,Priapulus caudatus,2004,3
1967,site_54.63_14.28,Pygospio elegans,1987,422
1968,site_54.63_14.28,Pygospio elegans,1991,361
1969,site_54.63_14.28,Pygospio elegans,1992,699
1970,site_54.63_14.28,Pygospio elegans,1993,3935
1971,site_54.63_14.28,Pygospio elegans,1994,7240
1972,site_54.63_14.28,Pygospio elegans,1995,8319
1973,site_54.63_14.28,Pygospio elegans,1997,2759
1974,site_54.63_14.28,Pygospio elegans,1998,3949
1975,site_54.63_14.28,Pygospio elegans,1999,5636
1976,site_54.63_14.28,Pygospio elegans,2000,2374
1977,site_54.63_14.28,Pygospio elegans,2001,483
1978,site_54.63_14.28,Pygospio elegans,2002,633
1979,site_54.63_14.28,Pygospio elegans,2003,3058
1980,site_54.63_14.28,Pygospio elegans,2004,1881
1981,site_54.63_14.28,Saduria entomon,1987,9
1982,site_54.63_14.28,Saduria entomon,1993,2
1983,site_54.63_14.28,Saduria entomon,1995,2
1984,site_54.63_14.28,Saduria entomon,1998,3
1985,site_54.63_14.28,Saduria entomon,1999,3
1986,site_54.63_14.28,Saduria entomon,2000,7
1987,site_54.63_14.28,Saduria entomon,2001,14
1988,site_54.63_14.28,Saduria entomon,2002,24
1989,site_54.63_14.28,Saduria entomon,2003,7
1990,site_54.63_14.28,Saduria entomon,2004,14
1991,site_54.63_14.28,Scoloplos armiger,1993,12
1992,site_54.63_14.28,Scoloplos armiger,1994,23
1993,site_54.63_14.28,Scoloplos armiger,1995,10
1994,site_54.63_14.28,Travisia forbesii,1991,3
1995,site_54.63_14.28,Travisia forbesii,1992,10
1996,site_54.63_14.28,Travisia forbesii,1993,7
1997,site_54.63_14.28,Travisia forbesii,1994,5
1998,site_54.63_14.28,Travisia forbesii,1995,4
1999,site_54.63_14.28,Tubifex costatus,1998,109
2000,site_54.63_14.28,Tubifex costatus,1999,17
2001,site_54.63_14.28,Tubifex costatus,2000,99
2002,site_54.63_14.28,Tubifex costatus,2001,7
2003,site_54.63_14.28,Tubifex costatus,2003,51
2004,site_54.63_14.28,Tubifex costatus,2004,7
2005,site_54.63_14.28,Tubificoides benedeni,2002,3
2006,site_54.63_14.28,Tubificoides benedeni,2003,3
2007,site_54.63_14.28,Tubificoides benedeni,2004,3
2008,site_54.63_14.28,Verticillina verticillata,1999,1
2009,site_54.71_13.95,Ampharete baltica,1986,53
2010,site_54.71_13.95,Ampharete baltica,1987,6
2011,site_54.71_13.95,Ampharete baltica,1989,82
2012,site_54.71_13.95,Ampharete baltica,1990,21
2013,site_54.71_13.95,Ampharete baltica,1991,60
2014,site_54.71_13.95,Arenicola marina,1980,3
2015,site_54.71_13.95,Arenicola marina,1993,6
2016,site_54.71_13.95,Arenicola marina,1994,3
2017,site_54.71_13.95,Astarte borealis,1992,3
2018,site_54.71_13.95,Balanus crenatus,1980,35
2019,site_54.71_13.95,Balanus crenatus,1989,15
2020,site_54.71_13.95,Bylgides sarsi,1980,18
2021,site_54.71_13.95,Bylgides sarsi,1986,31
2022,site_54.71_13.95,Bylgides sarsi,1987,9
2023,site_54.71_13.95,Bylgides sarsi,1988,6
2024,site_54.71_13.95,Bylgides sarsi,1990,3
2025,site_54.71_13.95,Bylgides sarsi,1993,3
2026,site_54.71_13.95,Bylgides sarsi,1994,9
2027,site_54.71_13.95,Capitella capitata,1987,3
2028,site_54.71_13.95,Capitella capitata,1992,9
2029,site_54.71_13.95,Capitella capitata,1993,22
2030,site_54.71_13.95,Capitella capitata,1994,3
2031,site_54.71_13.95,Corophium volutator,1990,3
2032,site_54.71_13.95,Diastylis rathkei,1980,27
2033,site_54.71_13.95,Diastylis rathkei,1981,18
2034,site_54.71_13.95,Diastylis rathkei,1986,75
2035,site_54.71_13.95,Diastylis rathkei,1987,62
2036,site_54.71_13.95,Diastylis rathkei,1988,32
2037,site_54.71_13.95,Diastylis rathkei,1989,59
2038,site_54.71_13.95,Diastylis rathkei,1990,3
2039,site_54.71_13.95,Diastylis rathkei,1991,38
2040,site_54.71_13.95,Diastylis rathkei,1993,16
2041,site_54.71_13.95,Diastylis rathkei,1994,223
